state,county,key,url,source,status,kind,finalUrl
KY,Warren,KY-Warren,https://ecclix.com/ecclix/,Base,200,ok,https://ecclix.com/ecclix/login.aspx
KY,Whitley,KY-Whitley,https://ecclix.com/ecclix/,Base,200,ok,https://ecclix.com/ecclix/login.aspx
KY,Woodford,KY-Woodford,https://ecclix.com/ecclix/login.aspx,Search,200,ok,https://ecclix.com/ecclix/login.aspx
LA,Allen Parish,LA-AllenParish,http://snstaxpayments.com/,Base,200,ok,https://snstaxpayments.com/
LA,Beauregard Parish,LA-BeauregardParish,http://snstaxpayments.com/,Base,200,ok,https://snstaxpayments.com/
LA,Bossier Parish,LA-BossierParish,http://www.bossiersheriff.com/property-details/,Base,200,ok,https://www.bossiersheriff.com/property-details
LA,Caddo Parish,LA-CaddoParish,https://mytax.eztaxonline.net/,Base,403,gated,https://mytax.eztaxonline.net/
LA,Caddo Parish Assessor,LA-CaddoParishAssessor,https://www.actdatascout.com/RealProperty/Index,Search,403,gated,https://www.actdatascout.com/RealProperty/Index
LA,De Soto Parish,LA-DeSotoParish,https://snstaxpayments.com/desoto/,Base,200,ok,https://snstaxpayments.com/desoto/
LA,East Baton Rouge Parish,LA-EastBatonRougeParish,https://www.ebrso.org/DesktopModules/TCMOnline/,Base,403,gated,https://www.ebrso.org/DesktopModules/TCMOnline/
LA,Gretna City,LA-GretnaCity,https://www.municipalonlinepayments.com/gretnala/tax/,Base,200,ok,https://gretnala.municipalonlinepayments.com/gretnala/tax/search
LA,Harahan City,LA-HarahanCity,https://www.municipalonlinepayments.com/harahanla/tax/,Base,302,ok,https://harahanla.municipalonlinepayments.com/error/notfound?aspxerrorpath=/harahanla/tax/site/redirect404
LA,Iberville Parish,LA-IbervilleParish,http://snstaxpayments.com/,Base,200,ok,https://snstaxpayments.com/
LA,Jefferson Parish,LA-JeffersonParish,https://eservices.jpso.com/eservicespt/propertytax/,Base,200,ok,https://eservices.jpso.com/eservicespt/propertytax/
LA,Kenner City,LA-KennerCity,https://payments.kenner.la.us/RE_PropertyTax/RETaxSelfService.aspx,Base,200,ok,https://payments.kenner.la.us/realestate/default.aspx
LA,Lincoln Parish,LA-LincolnParish,http://snstaxpayments.com/,Base,200,ok,https://snstaxpayments.com/
LA,Livingston Parish,LA-LivingstonParish,http://www.lpso.org/General/,Base,403,gated,http://www.lpso.org/General/
LA,Natchitoches Parish,LA-NatchitochesParish,http://snstaxpayments.com/,Base,200,ok,https://snstaxpayments.com/
LA,New Iberia City,LA-NewIberiaCity,http://snstaxpayments.com/,Base,200,ok,https://snstaxpayments.com/
LA,New Orleans Parish,LA-NewOrleansParish,https://services.nola.gov/,Base,200,ok,https://services.nola.gov/
LA,Sabine Parish,LA-SabineParish,http://snstaxpayments.com/,Base,200,ok,https://snstaxpayments.com/
LA,Shreveport,LA-Shreveport,https://www.shreveportla.gov/,Base,200,ok,https://www.shreveportla.gov/
LA,St James Parish,LA-StJamesParish,http://snstaxpayments.com/,Base,200,ok,https://snstaxpayments.com/
LA,St John The Baptist Parish,LA-StJohnTheBaptistParish,http://snstaxpayments.com/,Base,200,ok,https://snstaxpayments.com/
LA,St Mary Parish,LA-StMaryParish,https://snstaxpayments.com/stmary/,Base,200,ok,https://snstaxpayments.com/stmary/
LA,St Tammany Parish,LA-StTammanyParish,https://secure.stpsopayments.com/propertyTax/,Base,200,ok,https://secure.stpsopayments.com/propertyTax/propSrch.aspx
LA,Tangipahoa Parish,LA-TangipahoaParish,http://snstaxpayments.com/,Base,200,ok,https://snstaxpayments.com/
LA,Terrebonne Parish,LA-TerrebonneParish,http://tpso.net/,Base,200,ok,https://www.tpso.net/
MA,Arlington Town,MA-ArlingtonTown,https://www.invoicecloud.com/portal/,Base,200,ok,https://my.invoicecloud.com/portal/(S(hhvbvsevr3ss1s3km4h1vdpg))/billerLogin.aspx
MA,Barnstable Town,MA-BarnstableTown,https://www.invoicecloud.com/portal/2/customerlocator.aspx?iti=8&bg=e547f99d-4428-4d04-85c8-4c7b2efb3256&vsii=1,Search,200,ok,https://www.invoicecloud.com/portal/(S(n25fqlncfdk1kp5qe02caofl))/2/customerlocator.aspx?iti=8&bg=e547f99d-4428-4d04-85c8-4c7b2efb3256&vsii=1
MA,Boston City,MA-BostonCity,https://www.boston.gov/real-estate-taxes?input1=,Search,200,ok,https://www.invoicecloud.com/portal/(S(vs3rmycclokhiii5ks0uyqt1))/2/customerlocator.aspx?iti=8&bg=7e2d0342-51f5-4f68-83af-3f05f5df1321&vsii=28&return=1&input1=
MA,Cambridge,MA-Cambridge,https://www.cambridgema.gov/externallinks/paybillsonline/InvoiceCloud,Search,302,ok,https://www.invoicecloud.com/portal/RemindMeTracking.aspx?vp=cambridgema&route=
MA,Lowell City,MA-LowellCity,https://www.invoicecloud.com/portal/(S(e3qdmnuh3cq23pd5wadi14kr))/2/,Base,403,gated,https://www.invoicecloud.com/portal/(S(e3qdmnuh3cq23pd5wadi14kr))/2/
MA,Malden City,MA-MaldenCity,https://www.invoicecloud.com/portal/,Base,200,ok,https://my.invoicecloud.com/portal/(S(eni5y1fyp23rdqzp5r0qr1cq))/billerLogin.aspx
MA,Waltham City,MA-WalthamCity,https://web-server.city.waltham.ma.us/GovernEcomponents/WebUserInterface/,Base,200,ok,https://web-server.city.waltham.ma.us/GovernEcomponents/WebUserInterface/(S(0kjcnlhlnx35b5ma4fhxxwxg))/WebPortal/WEB_PT_MAIN.aspx?command=REPORTPARAMETERSTYLE&style=&group=PidGroup
MA,Worcester City,MA-WorcesterCity,https://unipaygold.unibank.com/transactioninfo.aspx?TID=3486,Search,200,ok,https://unipaygold.unibank.com/transactioninfo.aspx?TID=3486
MA,Worcester City Lien,MA-WorcesterCityLien,https://www.worcesterma.gov/finance/liens-auctions/municipal-lien,Search,200,ok,https://www.worcesterma.gov/finance/liens-auctions/municipal-lien
MD,Allegany,MD-Allegany,http://propertytaxes.allconet.org/account/,Base,200,ok,https://www.alleganygov.org/182/Pay-Online
MD,Anne Arundel,MD-AnneArundel,https://aacounty.munisselfservice.com/citizens/RealEstate/,Base,200,ok,https://aacounty.munisselfservice.com/common/Upgrade.aspx
MD,Anne Arundel Utility,MD-AnneArundelUtility,https://aacounty.munisselfservice.com/citizens/UtilityBilling/,Base,200,ok,https://aacounty.munisselfservice.com/common/Upgrade.aspx
MD,Baltimore,MD-Baltimore,https://mytax.baltimorecountymd.gov/rptp/portal/property-tax-payment/,Search,200,ok,https://mytax.baltimorecountymd.gov/rptp/portal/property-tax-payment/!ut/p/z1/04_Sj9CPykssy0xPLMnMz0vMAfIjo8zi_RydzTyMvA0MDY2d3AwC_SzdvYJCDQ0N3A31wwkpiAJKG-AAjgZA_VGElBTkRhikOyoqAgA1SSfT/dz/d5/L2dBISEvZ0FBIS9nQSEh/
MD,Baltimore City,MD-BaltimoreCity,http://cityservices.baltimorecity.gov/realproperty/,Base,502,gateway_soft,http://cityservices.baltimorecity.gov/realproperty/
MD,Caroline,MD-Caroline,https://www.carolinemd.org/,Base,200,ok,https://www.carolinemd.org/
MD,Cecil,MD-Cecil,https://cecilco.munisselfservice.com/,Base,200,ok,https://cecilco.munisselfservice.com/
MD,Charles,MD-Charles,https://www.charlescounty.org/,Base,403,gated,http://www.charlescountymd.gov/
MD,Frederick,MD-Frederick,http://frederickcountymd.munisselfservice.com/citizens/RealEstate/,Base,200,ok,https://frederickcountymd.munisselfservice.com/common/Upgrade.aspx
MD,Garrett,MD-Garrett,https://payments.garrettcounty.org/,Base,200,ok,https://www.garrettcountymd.gov/citizen
MD,Hagerstown City,MD-HagerstownCity,https://mycity.hagerstownmd.org/MSS/citizens/RealEstate/,Base,200,ok,https://mycity.hagerstownmd.org/mss/common/Upgrade.aspx
MD,Harford,MD-Harford,https://hcgweb01.harfordcountymd.gov/billpay?tabindex=0,Search,200,ok,https://hcgweb01.harfordcountymd.gov/billpay?tabindex=0
MD,Havre De Grace City,MD-HavreDeGraceCity,https://wipp.edmundsassoc.com/WippHAVR/,Base,200,ok,https://wipp.edmundsassoc.com/WippHAVR/
MD,Howard,MD-Howard,https://howardcountymd.munisselfservice.com/,Base,200,ok,https://howardcountymd.munisselfservice.com/
MD,Montgomery,MD-Montgomery,https://apps.montgomerycountymd.gov/realpropertytax/,Search,200,ok,https://apps.montgomerycountymd.gov/realpropertytax/
MD,Prince George,MD-PrinceGeorge,http://taxinquiry.princegeorgescountymd.gov/,Base,200,ok,http://taxinquiry.princegeorgescountymd.gov/
MD,Washington,MD-Washington,https://www.washco-md.net/,Base,200,ok,https://www.washco-md.net/
MD,Wicomico,MD-Wicomico,https://www.wicomicocounty.org/,Base,200,ok,https://www.wicomicocounty.org/
ME,Falmouth,ME-Falmouth,http://falmouthme.munisselfservice.com/citizens/RealEstate/,Base,200,ok,https://falmouthme.munisselfservice.com/common/Upgrade.aspx
MI,Auburn City,MI-AuburnCity,https://accessmygov.com/SiteSearch/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,Bedford Charter Township,MI-BedfordCharterTownship,https://www.bsaonline.com/,Base,200,ok,https://www.bsaonline.com/Home/LandingPage
MI,Bedford Township,MI-BedfordTownship,https://www.bsaonline.com/,Base,200,ok,https://www.bsaonline.com/Home/LandingPage
MI,Bennington Township,MI-BenningtonTownship,https://accessmygov.com/SiteSearch/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,Berlin Township,MI-BerlinTownship,https://bsaonline.com/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,Blissfield Township,MI-BlissfieldTownship,https://bsaonline.com/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,Caledonia Township,MI-CaledoniaTownship,https://bsaonline.com/SiteSearch/,Base,200,ok,https://bsaonline.com/Error?aspxerrorpath=/SiteSearch/
MI,Carlton Township,MI-CarltonTownship,https://accessmygov.com/SiteSearch/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,Chelsea City,MI-ChelseaCity,https://bsaonline.com/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,Colon Township,MI-ColonTownship,https://bsaonline.com/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,Dearborn City,MI-DearbornCity,https://bsaonline.com/?uid=599,Search,200,ok,https://bsaonline.com/Home/MunicipalityHome?uid=599
MI,Detroit City,MI-DetroitCity,https://bsaonline.com/?uid=155,Search,200,ok,https://bsaonline.com/Home/MunicipalityHome?uid=155
MI,Dundee Township,MI-DundeeTownship,https://bsaonline.com/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,Durand City,MI-DurandCity,https://bsaonline.com/SiteSearch/,Base,200,ok,https://bsaonline.com/Error?aspxerrorpath=/SiteSearch/
MI,Farmington Hills City,MI-FarmingtonHillsCity,https://bsaonline.com/?uid=316,Search,200,ok,https://bsaonline.com/Home/MunicipalityHome?uid=316
MI,Flint City,MI-FlintCity,https://accessmygov.com/SiteSearch/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,Gibraltar City,MI-GibraltarCity,https://accessmygov.com/SiteSearch/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,Hadley Township,MI-HadleyTownship,https://bsaonline.com/SiteSearch/,Base,200,ok,https://bsaonline.com/Error?aspxerrorpath=/SiteSearch/
MI,Hamilton Township,MI-HamiltonTownship,https://bsaonline.com/?uid=1895,Search,200,ok,https://bsaonline.com/Home/MunicipalityHome?uid=1895
MI,Hartford Township,MI-HartfordTownship,https://bsaonline.com/?uid=1896,Search,200,ok,https://bsaonline.com/Home/MunicipalityHome?uid=1896
MI,Iosco,MI-Iosco,https://bsaonline.com/?uid=1995,Search,200,ok,https://bsaonline.com/Home/MunicipalityHome?uid=1995
MI,Iosco-Duplicate-c67e0d91,MI-Iosco-Duplicate-c67e0d91,https://bsaonline.com/?uid=1995,Search,200,ok,https://bsaonline.com/Home/MunicipalityHome?uid=1995
MI,Isabella,MI-Isabella,http://www.fetchgis.com/isabellaLRP/,Base,200,ok,http://amalgamonline.com/fetchgis.php
MI,Lansing City,MI-LansingCity,https://bsaonline.com/?uid=384,Search,200,ok,https://bsaonline.com/Home/MunicipalityHome?uid=384
MI,Lyon Township,MI-LyonTownship,https://bsaonline.com/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,Merritt Township,MI-MerrittTownship,https://bsaonline.com/?uid=934,Search,200,ok,https://bsaonline.com/Home/MunicipalityHome?uid=934
MI,Milan,MI-Milan,https://accessmygov.com/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,North Branch Township,MI-NorthBranchTownship,https://accessmygov.com/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,Olive Township,MI-OliveTownship,https://accessmygov.com/SiteSearch/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,Pierson Township,MI-PiersonTownship,https://accessmygov.com/SiteSearch/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,Prairieville Township,MI-PrairievilleTownship,https://bsaonline.com/SiteSearch/,Base,200,ok,https://bsaonline.com/Error?aspxerrorpath=/SiteSearch/
MI,Redford Town,MI-RedfordTown,https://bsaonline.com/?uid=677,Search,200,ok,https://bsaonline.com/Home/MunicipalityHome?uid=677
MI,Reynolds Township,MI-ReynoldsTownship,https://accessmygov.com/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,Romeo Village,MI-RomeoVillage,https://accessmygov.com/SiteSearch/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,St Clair,MI-StClair,https://www.stclaircounty.org/Offices/equalization/,Base,200,ok,https://www.stclaircounty.org/Offices/equalization/
MI,St Clair Township,MI-StClairTownship,https://bsaonline.com/SiteSearch/,Base,200,ok,https://bsaonline.com/Error?aspxerrorpath=/SiteSearch/
MI,St Joseph,MI-StJoseph,https://bsaonline.com/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,Sullivan Township,MI-SullivanTownship,https://bsaonline.com/?uid=1598,Search,200,ok,https://bsaonline.com/Home/MunicipalityHome?uid=1598
MI,Thornapple Township,MI-ThornappleTownship,https://bsaonline.com/SiteSearch/,Base,200,ok,https://bsaonline.com/Error?aspxerrorpath=/SiteSearch/
MI,Van Buren,MI-VanBuren,https://accessmygov.com/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,Venice Township,MI-VeniceTownship,https://bsaonline.com/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,Vernon Township,MI-VernonTownship,https://bsaonline.com/,Base,200,ok,https://bsaonline.com/Home/LandingPage
MI,Vienna Township,MI-ViennaTownship,https://bsaonline.com/?uid=417,Search,200,ok,https://bsaonline.com/Home/MunicipalityHome?uid=417
MI,Wayne,MI-Wayne,https://pta.waynecounty.com/Home/PropertySearch,Search,200,ok,https://pta.waynecounty.com/Home/PropertySearch
MN,Benton,MN-Benton,https://property.bentoncountymn.gov/search/commonsearch.aspx?mode=realprop,Search,200,ok,https://property.bentoncountymn.gov/Search/Disclaimer.aspx?FromUrl=../search/commonsearch.aspx?mode=realprop
MN,Blue Earth,MN-BlueEarth,https://www.blueearthcountymn.gov/,Base,200,ok,https://www.blueearthcountymn.gov/
MN,Carver,MN-Carver,https://www.carvercountymn.gov/,Base,403,gated,https://www.carvercountymn.gov/
MN,Chisago,MN-Chisago,https://gis.chisagocounty.us/chisago_tax/,Base,200,ok,https://gis.chisagocounty.us/chisago_tax/
MN,Cook,MN-Cook,https://beacon.schneidercorp.com/Application.aspx?AppID=1373&LayerID=46422&PageTypeID=2&PageID=19190,Search,403,gated,https://beacon.schneidercorp.com/Application.aspx?AppID=1373&LayerID=46422&PageTypeID=2&PageID=19190
MN,Dakota,MN-Dakota,https://services.co.dakota.mn.us/,Base,403,gated,https://services.co.dakota.mn.us/
MN,Dodge,MN-Dodge,http://dodge.visualgov.com/,Base,200,ok,http://dodge.visualgov.com/
MN,Douglas,MN-Douglas,https://www.douglascountymn.gov/,Base,200,ok,https://www.douglascountymn.gov/
MN,Fillmore,MN-Fillmore,https://beacon.schneidercorp.com/Application.aspx?AppID=1066&LayerID=25416&PageTypeID=2&PageID=10333,Search,403,gated,https://beacon.schneidercorp.com/Application.aspx?AppID=1066&LayerID=25416&PageTypeID=2&PageID=10333
MN,Freeborn,MN-Freeborn,https://beacon.schneidercorp.com/,Base,403,gated,https://beacon.schneidercorp.com/
MN,Goodhue,MN-Goodhue,http://visualgov.co.goodhue.mn.us/,Base,200,ok,http://visualgov.co.goodhue.mn.us/
MN,Grant,MN-Grant,https://www.grantcountymn.gov/,Base,200,ok,https://www.grantcountymn.gov/
MN,Hennepin,MN-Hennepin,http://www16.co.hennepin.mn.us/pins/,Base,200,ok,https://www16.co.hennepin.mn.us/pins/
MN,Hubbard,MN-Hubbard,https://publicaccess.co.hubbard.mn.us/search/,Base,403,gated,https://publicaccess.co.hubbard.mn.us/search/
MN,Isanti,MN-Isanti,https://www.isanticountymn.gov/,Base,200,ok,https://www.isanticountymn.gov/
MN,Kanabec,MN-Kanabec,https://beacon.schneidercorp.com/Application.aspx?AppID=453&LayerID=6582&PageTypeID=2&PageID=3498,Search,403,gated,https://beacon.schneidercorp.com/Application.aspx?AppID=453&LayerID=6582&PageTypeID=2&PageID=3498
MN,Kandiyohi,MN-Kandiyohi,https://www.kandiyohicountymn.gov/,Base,301,ok,https://www.kandiyohicountymn.gov/
MN,Le Sueur,MN-LeSueur,https://beacon.schneidercorp.com/Application.aspx?AppID=248&LayerID=3190&PageTypeID=2&PageID=1710,Search,403,gated,https://beacon.schneidercorp.com/Application.aspx?AppID=248&LayerID=3190&PageTypeID=2&PageID=1710
MN,Lincoln,MN-Lincoln,https://tax.cptmn.us/PTaxPortal/#/parcelSearch/Lincoln,Search,200,ok,https://tax.cptmn.us/PTaxPortal/#/parcelSearch/Lincoln
MN,Lyon,MN-Lyon,https://www.lyoncountymn.gov/,Base,403,gated,https://www.lyoncountymn.gov/
MN,Marshall,MN-Marshall,https://www.marshallcountymn.gov/,Base,200,ok,https://www.marshallcountymn.gov/
MN,Martin,MN-Martin,https://beacon.schneidercorp.com/,Base,403,gated,https://beacon.schneidercorp.com/
MN,Mc Leod,MN-McLeod,http://mcleod.visualgov.com/,Base,200,ok,http://mcleod.visualgov.com/
MN,Meeker,MN-Meeker,https://www.meekercountymn.gov/,Base,200,ok,https://www.meekercountymn.gov/
MN,Morrison,MN-Morrison,http://beacon.schneidercorp.com/,Base,403,gated,http://beacon.schneidercorp.com/
MN,Murray,MN-Murray,https://www.murraycountymn.gov/,Base,200,ok,https://www.murraycountymn.gov/
MN,Nobles,MN-Nobles,https://www.noblescountymn.gov/,Base,403,gated,https://www.noblescountymn.gov/
MN,Norman,MN-Norman,https://www.co.norman.mn.us/,Base,200,ok,https://www.normanmn.gov/
MN,Olmsted,MN-Olmsted,https://publicaccess.co.olmsted.mn.us/Datalets/,Base,403,gated,https://publicaccess.co.olmsted.mn.us/Datalets/
MN,Ottertail,MN-Ottertail,http://ottertail.visualgov.com/,Base,200,ok,http://ottertail.visualgov.com/Home/SiteDown
MN,Pennington,MN-Pennington,https://publicsearch.co.pennington.mn.us/search/commonsearch.aspx?mode=parid,Search,200,ok,https://publicsearch.co.pennington.mn.us/Search/Disclaimer.aspx?FromUrl=../search/commonsearch.aspx?mode=parid
MN,Pine,MN-Pine,http://beacon.schneidercorp.com/,Base,403,gated,http://beacon.schneidercorp.com/
MN,Polk,MN-Polk,https://mn-polk-treasurer.publicaccessnow.com/TaxSearch.aspx,Search,200,ok,https://mn-polk.publicaccessnow.com/
MN,Pope,MN-Pope,https://tax.cptmn.us/PTaxPortal/#/parcelSearch/Pope,Search,200,ok,https://tax.cptmn.us/PTaxPortal/#/parcelSearch/Pope
MN,Ramsey,MN-Ramsey,https://beacon.schneidercorp.com/application.aspx?app=RamseyCountyMN&PageType=Search,Search,403,gated,https://beacon.schneidercorp.com/application.aspx?app=RamseyCountyMN&PageType=Search
MN,Renville,MN-Renville,https://www.renvillecountymn.gov/,Base,200,ok,https://www.renvillecountymn.gov/
MN,Rice,MN-Rice,https://beacon.schneidercorp.com/,Base,403,gated,https://beacon.schneidercorp.com/
MN,Rock,MN-Rock,https://www.co.rock.mn.us/,Base,200,ok,https://www.co.rock.mn.us/
MN,Roseau,MN-Roseau,http://mn-roseau-treasurer.publicaccessnow.com/,Base,200,ok,https://mn-roseau.publicaccessnow.com/
MN,Scott,MN-Scott,https://www.scottcountymn.gov/,Base,200,ok,https://www.scottcountymn.gov/
MN,Steele,MN-Steele,http://cpuimei.com/tax/,Base,200,ok,https://mntax.cpuimei.com/tax/newSite.asp
MN,Stevens,MN-Stevens,https://www.stevenscountymn.gov/,Base,200,ok,https://www.stevenscountymn.gov/
MN,Todd,MN-Todd,https://www.toddcountymn.gov/,Base,200,ok,https://www.toddcountymn.gov/
MN,Traverse,MN-Traverse,https://www.traversecountymn.gov/,Base,200,ok,https://traversecountymn.gov/
MN,Wadena,MN-Wadena,https://tax.cptmn.us/PTaxPortal/#/parcelSearch/Wadena,Search,200,ok,https://tax.cptmn.us/PTaxPortal/#/parcelSearch/Wadena
MN,Washington,MN-Washington,https://www.washingtoncountymn.gov/,Base,200,ok,https://www.washingtoncountymn.gov/
MN,Wilkin,MN-Wilkin,https://www.co.wilkin.mn.us/,Base,200,ok,https://wilkincounty.gov/
MN,Winona,MN-Winona,https://www.co.winona.mn.us/,Base,200,ok,https://www.winonacounty.gov/
MO,Boone,MO-Boone,http://www.showmeboone.com/collector/,Base,200,ok,https://www.boonemo.gov/collector/
MO,Buchanan,MO-Buchanan,https://buchananmo.devnetwedge.com/,Base,200,ok,https://buchananmo.devnetwedge.com/
MO,Callaway,MO-Callaway,http://www.callawaycollector.com/,Base,200,ok,https://www.callawaycollector.com/
MO,Cass,MO-Cass,http://www.casscountycollector.com/,Base,200,ok,https://www.casscountycollector.org/
MO,Cole,MO-Cole,https://colemo.devnetwedge.com/,Base,200,ok,https://colemo.devnetwedge.com/
MO,Crawford,MO-Crawford,http://crawfordmo.devnetwedge.com/,Base,200,ok,https://crawfordmo.devnetwedge.com/
MO,Dade,MO-Dade,https://dadecountycollector.org/,Search,200,ok,https://dadecountycollector.org/
MO,Dent,MO-Dent,http://dentmo.taxnet.us/,Base,200,ok,https://dentmo.taxnet.us/
MO,Gladstone City,MO-GladstoneCity,https://www.gladstone.mo.us/,Base,200,ok,https://www.gladstone.mo.us/
MO,Greene,MO-Greene,https://www.greenecountymo.org/,Base,200,ok,https://greenecountymo.gov/
MO,Jackson,MO-Jackson,https://mo-jackson.publicaccessnow.com/Collector/TaxSearch.aspx,Search,200,ok,https://mo-jackson.publicaccessnow.com/Collector/TaxSearch.aspx
MO,Laclede,MO-Laclede,http://lacledecollector.com/details/,Base,403,gated,https://lacledecollector.com/details/
MO,Nodaway,MO-Nodaway,https://billpay.forte.net/NodawayMOTax/,Base,202,ok,https://billpay.forte.net/NodawayMOTax/
MO,Pettis,MO-Pettis,http://pettismo.devnetwedge.com/,Base,200,ok,https://pettismo.devnetwedge.com/
MO,Phelps,MO-Phelps,https://www.phelpscountycollector.com/,Base,200,ok,https://phelpscountycollector.com/
MO,Pike,MO-Pike,http://beacon.schneidercorp.com/,Base,403,gated,http://beacon.schneidercorp.com/
MO,Scott,MO-Scott,https://www.scottcocollector.com/,Base,200,ok,https://www.scottcocollector.com/
MO,St Charles,MO-StCharles,http://collector.sccmo.org/ecollector/Tabs/RealEstateSearch/,Base,200,ok,https://www.sccmo.org/261/Collector-of-Revenue
MO,St Louis,MO-StLouis,https://taxpayments.stlouiscountymo.gov/,Search,403,gated,https://taxpayments.stlouiscountymo.gov/
MO,St Louis City,MO-StLouisCity,https://www.stlouis-mo.gov/data/address-search/,Base,200,ok,https://www.stlouis-mo.gov/data/address-search/
MO,Warren,MO-Warren,https://billpay.forte.net/WARRENCOMOCOLLECTOR/api/,Base,202,ok,https://billpay.forte.net/WARRENCOMOCOLLECTOR/api/
MS,Alcorn,MS-Alcorn,http://www.deltacomputersystems.com/MS/MS02/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS02/
MS,Clarke,MS-Clarke,http://www.deltacomputersystems.com/MS/MS12/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS12/
MS,Clay,MS-Clay,https://cs.datasysmgt.com/,Base,403,gated,https://cs.datasysmgt.com/
MS,Forrest,MS-Forrest,http://www.deltacomputersystems.com/MS/MS18/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS18/
MS,George,MS-George,http://www.deltacomputersystems.com/MS/MS20/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS20/
MS,Greene,MS-Greene,http://www.deltacomputersystems.com/MS/MS21/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS21/
MS,Hancock,MS-Hancock,https://www.pay1stop.com/PropTaxView/,Base,200,ok,https://www.pay1stop.com/PropTaxView/
MS,Harrison,MS-Harrison,http://www.deltacomputersystems.com/cgi-lrm5/lrmcgi01?HTMCNTY=MS24,Search,200,ok,https://www.deltacomputersystems.com/cgi-lrm5/lrmcgi01?HTMCNTY=MS24
MS,Hinds,MS-Hinds,http://www.co.hinds.ms.us/pgs/apps/,Base,403,gated,https://www.co.hinds.ms.us/pgs/apps/
MS,Jackson,MS-Jackson,https://co-jackson-ms-taxpayments.us/payTaxes.html#/WildfireSearch,Search,200,ok,https://co-jackson-ms-taxpayments.us/payTaxes.html#/WildfireSearch
MS,Lafayette,MS-Lafayette,http://www.deltacomputersystems.com/MS/MS36/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS36/
MS,Lamar,MS-Lamar,http://www.deltacomputersystems.com/MS/MS37/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS37/
MS,Lauderdale,MS-Lauderdale,http://www.deltacomputersystems.com/MS/MS38/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS38/
MS,Lee,MS-Lee,http://www.deltacomputersystems.com/MS/MS41/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS41/
MS,Lowndes,MS-Lowndes,http://www.deltacomputersystems.com/MS/MS44/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS44/
MS,Madison,MS-Madison,https://www.pay1stop.com/PropTax/,Base,200,ok,https://www.pay1stop.com/PropTax/
MS,Madison Step One Only,MS-MadisonStepOneOnly,https://madison.ibcpayments.com/,Base,200,ok,https://madison.ibcpayments.com/
MS,Marshall,MS-Marshall,http://www.deltacomputersystems.com/MS/MS47/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS47/
MS,Neshoba,MS-Neshoba,http://www.deltacomputersystems.com/MS/MS50/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS50/
MS,Pearl River,MS-PearlRiver,http://www.deltacomputersystems.com/MS/MS55/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS55/
MS,Perry,MS-Perry,http://www.deltacomputersystems.com/MS/MS56/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS56/
MS,Pike,MS-Pike,http://www.deltacomputersystems.com/MS/MS57/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS57/
MS,Rankin,MS-Rankin,https://www2.rankincounty.org/TA/,Base,200,ok,https://www2.rankincounty.org/TA/
MS,Scott,MS-Scott,http://www.deltacomputersystems.com/MS/MS62/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS62/
MS,Stone,MS-Stone,http://www.deltacomputersystems.com/MS/MS66/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS66/
MS,Union,MS-Union,http://www.deltacomputersystems.com/MS/MS73/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS73/
MS,Warren,MS-Warren,http://www.deltacomputersystems.com/MS/MS75/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS75/
MS,Washington,MS-Washington,http://www.deltacomputersystems.com/MS/MS76/,Base,200,ok,https://www.deltacomputersystems.com/MS/MS76/
