state,county,key,primary_search_url,source,active,confidence_base,quality,version
AK,Anchorage,AK-Anchorage,https://www.muni.org/pw/dfhwbtta/,Base,true,0.78,ok,1
AK,Matanuska Susitna,AK-MatanuskaSusitna,https://myproperty.matsugov.us/,Search,true,0.92,ok,1
AL,Baldwin,AL-Baldwin,https://baldwinproperty.countygovservices.com/Property/Search,Search,true,0.92,ok,1
AL,Barbour,AL-Barbour,https://barbour.capturecama.com/propsearch,Search,true,0.92,ok,1
AL,Blount,AL-Blount,http://www.deltacomputersystems.com/AL/AL08/,Base,false,0.78,ok,1
AL,Calhoun,AL-Calhoun,https://altags.com/calhoun_revenue/,Base,true,0.78,ok,1
AL,Chambers,AL-Chambers,https://www.ingproperty.com/Chambers_Revenue/property.aspx,Search,true,0.88,ok,1
AL,Cherokee,AL-Cherokee,https://cherokeeproperty.countygovservices.com/Property/Search,Search,true,0.92,ok,1
AL,Choctaw,AL-Choctaw,https://www.ingproperty.com/Choctaw_Revenue/property.aspx,Search,true,0.92,ok,1
AL,Coffee,AL-Coffee,https://www.coffeecountyrevenue.com/property.html,Base,true,0.88,ok,1
AL,Colbert,AL-Colbert,http://www.deltacomputersystems.com/AL/AL20/,Base,true,0.78,ok,1
AL,Cullman,AL-Cullman,http://www.deltacomputersystems.com/AL/AL25/,Base,false,0.78,ok,1
AL,Dale,AL-Dale,http://www.alabamagis.com/Dale/CamaTemplates/reports/,Base,true,0.78,ok,1
AL,De Kalb,AL-DeKalb,https://dekalbproperty.assurancegov.com/Property/Search,Search,true,0.92,ok,1
AL,Elmore,AL-Elmore,http://www.elmorerevenuecommissioner.com/,Base,true,0.78,ok,1
AL,Escambia,AL-Escambia,https://altags.com/Escambia_License/property.aspx,Search,true,0.92,ok,1
AL,Etowah,AL-Etowah,https://etowahproperty.assurancegov.com/Property/Search,Search,true,0.92,ok,1
AL,Franklin,AL-Franklin,https://franklinproperty.countygovservices.com/Property/Search,Search,true,0.92,ok,1
AL,Houston,AL-Houston,http://www.houstoncounty.org/Revenue/record/,Base,true,0.78,ok,1
AL,Jackson,AL-Jackson,http://www.deltacomputersystems.com/AL/AL39/,Base,false,0.78,ok,1
AL,Jefferson,AL-Jefferson,http://tc.jeffcointouch.com/taxcollection/ASP/,Base,false,0.78,ok,1
AL,Lauderdale,AL-Lauderdale,http://www.deltacomputersystems.com/AL/AL41/,Base,true,0.78,ok,1
AL,Lawrence,AL-Lawrence,https://lawrenceproperty.countygovservices.com/Property/Search,Search,true,0.92,ok,1
AL,Lee,AL-Lee,http://www.deltacomputersystems.com/AL/AL43/,Base,true,0.78,ok,1
AL,Limestone,AL-Limestone,http://www.limestonerevenue.net/PRC/PublicPRC/,Base,true,0.78,ok,1
AL,Madison,AL-Madison,http://www.deltacomputersystems.com/AL/AL47/,Base,false,0.78,ok,1
AL,Marshall,AL-Marshall,https://marshall.capturecama.com/propsearch,Search,true,0.88,ok,1
AL,Mobile,AL-Mobile,https://mobile.capturecama.com/propsearch,Search,true,0.92,ok,1
AL,Montgomery,AL-Montgomery,https://montgomery.capturecama.com/propsearch,Search,false,0.92,ok,1
AL,Morgan,AL-Morgan,https://morgan.capturecama.com/propsearch,Search,true,0.92,ok,1
AL,Russell,AL-Russell,https://russell.capturecama.com/propsearch,Search,true,0.88,ok,1
AL,Shelby,AL-Shelby,https://ptc.shelbyal.com/propsearch,Search,true,0.92,ok,1
AL,St Clair,AL-StClair,http://www.deltacomputersystems.com/,Base,true,0.78,ok,1
AL,Talladega,AL-Talladega,https://talladegaproperty.countygovservices.com/Property/Property/Search,Search,true,0.92,ok,1
AL,Tallapoosa,AL-Tallapoosa,http://tallapoosapropertytax.com/taxes/,Base,true,0.78,ok,1
AL,Tuscaloosa,AL-Tuscaloosa,https://www.payyourpropertytax.com/tuscaloosa/la/,Base,false,0.78,ok,1
AL,Walker,AL-Walker,http://www.walkercountyrevenue.com/,Base,true,0.78,ok,1
AL,Winston,AL-Winston,https://winstonproperty.assurancegov.com/Property/Search,Search,true,0.92,ok,1
AR,Arkansas,AR-Arkansas,http://www.arcountydata.com/,Base,true,0.78,ok,1
AR,Baxter,AR-Baxter,http://www.arcountydata.com/,Base,true,0.78,ok,1
AR,Benton,AR-Benton,https://bentoncountyar.gov/collector/,Base,true,0.92,ok,1
AR,Boone,AR-Boone,http://www.arcountydata.com/,Base,true,0.78,ok,1
AR,Calhoun,AR-Calhoun,https://www.arcountydata.com/propsearch.asp?county=Calhoun&s=T,Search,true,0.92,ok,1
AR,Carroll,AR-Carroll,http://www.arcountydata.com/,Base,true,0.78,ok,1
AR,Chicot,AR-Chicot,https://www.arcountydata.com/propsearch.asp?county=Chicot&s=T,Search,true,0.92,ok,1
AR,Clay,AR-Clay,https://www.arcountydata.com/propsearch.asp?county=Clay&s=T,Search,true,0.92,ok,1
AR,Cleburne,AR-Cleburne,https://www.arcountydata.com/propsearch.asp?county=Cleburne&s=T,Search,true,0.92,ok,1
AR,Columbia,AR-Columbia,http://www.arcountydata.com/,Base,true,0.78,ok,1
AR,Craighead,AR-Craighead,https://www.arcountydata.com/propsearch.asp?county=Craighead&s=T,Search,true,0.92,ok,1
AR,Crawford,AR-Crawford,https://www.arcountydata.com/propsearch.asp?county=Benton,Search,true,0.92,ok,1
AR,Dallas,AR-Dallas,https://www.arcountydata.com/propsearch.asp?county=Dallas&s=T,Search,true,0.92,ok,1
AR,Desha,AR-Desha,http://www.arcountydata.com/,Base,true,0.78,ok,1
AR,Faulkner,AR-Faulkner,https://www.arcountydata.com/propsearch.asp?county=Faulkner&s=T,Search,true,0.92,ok,1
AR,Fulton,AR-Fulton,https://www.arcountydata.com/propsearch.asp?county=Fulton&s=T,Search,true,0.92,ok,1
AR,Grant,AR-Grant,https://www.arcountydata.com/propsearch.asp?county=Grant&s=T,Search,true,0.92,ok,1
AR,Greene,AR-Greene,https://www.arcountydata.com/propsearch.asp?county=Greene&s=T,Search,true,0.92,ok,1
AR,Hempstead,AR-Hempstead,https://www.arcountydata.com/propsearch.asp?county=Hempstead&s=T,Search,true,0.92,ok,1
AR,Howard,AR-Howard,http://www.arcountydata.com/,Base,true,0.78,ok,1
AR,Izard,AR-Izard,http://www.arcountydata.com/,Base,true,0.78,ok,1
AR,Jackson,AR-Jackson,https://www.arcountydata.com/propsearch.asp?county=Jackson&s=T,Search,true,0.92,ok,1
AR,Johnson,AR-Johnson,https://www.arcountydata.com/propsearch.asp?county=Johnson&s=T,Search,true,0.92,ok,1
AR,Lawrence,AR-Lawrence,https://www.arcountydata.com/propsearch.asp?county=Lawrence&s=T,Search,true,0.92,ok,1
AR,Little River,AR-LittleRiver,https://www.arcountydata.com/propsearch.asp?county=Little%20River&s=T,Search,true,0.92,ok,1
AR,Logan,AR-Logan,https://www.arcountydata.com/propsearch.asp?county=Logan&s=T,Search,true,0.92,ok,1
AR,Lonoke,AR-Lonoke,http://www.arcountydata.com/,Base,true,0.78,ok,1
AR,Madison,AR-Madison,https://www.arcountydata.com/propsearch.asp?county=Madison&s=T,Search,true,0.92,ok,1
AR,Mississippi,AR-Mississippi,https://www.arcountydata.com/propsearch.asp?county=Mississippi&s=T,Search,true,0.92,ok,1
AR,Monroe,AR-Monroe,https://www.arcountydata.com/propsearch.asp?county=Monroe&s=T,Search,true,0.92,ok,1
AR,Montgomery,AR-Montgomery,https://www.arcountydata.com/propsearch.asp?county=Montgomery&s=T,Search,true,0.92,ok,1
AR,Nevada,AR-Nevada,https://www.arcountydata.com/propsearch.asp?county=Nevada&s=T,Search,true,0.92,ok,1
AR,Newton,AR-Newton,https://www.arcountydata.com/propsearch.asp?county=Newton&s=T,Search,true,0.92,ok,1
AR,Ouachita,AR-Ouachita,https://www.arcountydata.com/propsearch.asp?county=Ouachita&s=T,Search,true,0.92,ok,1
AR,Perry,AR-Perry,https://www.arcountydata.com/propsearch.asp?county=Perry&s=T,Search,true,0.92,ok,1
AR,Phillips,AR-Phillips,https://www.arcountydata.com/propsearch.asp?county=Phillips&s=T,Search,true,0.92,ok,1
AR,Pike,AR-Pike,https://www.arcountydata.com/propsearch.asp?county=Pike&s=T,Search,true,0.92,ok,1
AR,Poinsett,AR-Poinsett,https://www.arcountydata.com/propsearch.asp?county=Poinsett&s=T,Search,true,0.92,ok,1
AR,Polk,AR-Polk,https://www.arcountydata.com/propsearch.asp?county=Polk&s=T,Search,true,0.92,ok,1
AR,Pope,AR-Pope,https://www.arcountydata.com/propsearch.asp?county=Pope&s=T,Search,true,0.92,ok,1
AR,Prairie,AR-Prairie,https://www.arcountydata.com/propsearch.asp?county=Prairie&s=T,Search,true,0.92,ok,1
AR,Pulaski,AR-Pulaski,https://public.pulaskicountytreasurer.net/,Search,true,0.92,ok,1
AR,Randolph,AR-Randolph,https://www.arcountydata.com/propsearch.asp?county=Randolph&s=T,Search,true,0.92,ok,1
AR,Saline,AR-Saline,http://www.arcountydata.com/,Base,true,0.78,ok,1
AR,Scott,AR-Scott,https://www.arcountydata.com/propsearch.asp?county=Scott&s=T,Search,true,0.92,ok,1
AR,Searcy,AR-Searcy,https://www.arcountydata.com/propsearch.asp?county=Searcy&s=T,Search,true,0.92,ok,1
AR,Sebastian,AR-Sebastian,https://www.arcountydata.com/propsearch.asp?county=Sebastian&s=T,Search,true,0.92,ok,1
AR,Sharp,AR-Sharp,https://www.arcountydata.com/propsearch.asp?county=Sharp&s=T,Search,true,0.92,ok,1
AR,St Francis,AR-StFrancis,https://www.arcountydata.com/propsearch.asp?county=St.%20Francis&s=T,Search,true,0.92,broken_fixed,1
AR,Stone,AR-Stone,https://www.arcountydata.com/propsearch.asp?county=Stone&s=T,Search,true,0.92,ok,1
AR,Union,AR-Union,https://www.arcountydata.com/propsearch.asp?county=Union&s=T,Search,true,0.92,ok,1
AR,Van Buren,AR-VanBuren,https://www.arcountydata.com/propsearch.asp?county=Van%20Buren&s=T,Search,true,0.92,broken_fixed,1
AR,Woodruff,AR-Woodruff,https://www.arcountydata.com/propsearch.asp?county=Woodruff&s=T,Search,true,0.92,ok,1
AR,Yell,AR-Yell,https://www.arcountydata.com/propsearch.asp?county=Yell&s=T,Search,true,0.92,ok,1
AZ,Coconino,AZ-Coconino,https://treasurer.coconino.az.gov/treasurer/treasurerweb/,Base,true,0.78,ok,1
AZ,Gila,AZ-Gila,https://parcelsearch.gilacountyaz.gov/,Base,false,0.78,ok,1
AZ,Graham,AZ-Graham,http://72.165.8.87/ParcelSearch/,Base,true,0.78,ok,1
AZ,Maricopa,AZ-Maricopa,https://treasurer.maricopa.gov/PropertyTaxInformation/,Search,true,0.92,ok,1
AZ,Mohave,AZ-Mohave,https://eagletw.mohavecounty.us/treasurer/treasurerweb/search.jsp,Base,true,0.78,ok,1
AZ,Pima,AZ-Pima,https://www.to.pima.gov/propertyInquiry/,Base,true,0.78,ok,1
AZ,Pinal,AZ-Pinal,https://treasurer.pinal.gov/parcelinquiry/,Search,true,0.92,ok,1
CA,Alameda,CA-Alameda,http://www.acgov.org/treasurer/index.htm,Search,true,0.92,ok,1
CA,ALTAIrrigation,CA-ALTAIrrigation,http://altaid.org/,Base,true,0.78,ok,1
CA,Butte,CA-Butte,https://common3.mptsweb.com/MBC/butte/tax/search,Search,true,0.92,ok,1
CA,Calaveras,CA-Calaveras,https://common3.mptsweb.com/MBC/calaveras/tax/search,Search,true,0.92,ok,1
CA,Contra Costa,CA-ContraCosta,https://tcpws2.co.contra-costa.ca.us/taxpaymentrev3/lookup/,Search,true,0.92,ok,1
CA,Del Norte,CA-DelNorte,https://common3.mptsweb.com/MBC/delnorte/tax/search,Search,true,0.92,ok,1
CA,Fresno,CA-Fresno,http://www.co.fresno.ca.us/DepartmentPage.aspx?id=6218,Search,true,0.92,ok,1
CA,Humboldt,CA-Humboldt,https://common3.mptsweb.com/MBC/humboldt/tax/search,Search,true,0.92,ok,1
CA,Imperial,CA-Imperial,https://common3.mptsweb.com/MBC/imperial/tax/search,Search,true,0.92,ok,1
CA,Inyo,CA-Inyo,https://ca-inyo.publicaccessnow.com/Treasurer/TaxSearch/,Base,false,0.78,ok,1
CA,Kern,CA-Kern,https://www.kcttc.co.kern.ca.us/,Search,true,0.92,ok,1
CA,Los Angeles,CA-LosAngeles,https://ttc.lacounty.gov/,Search,true,0.92,ok,1
CA,Madera,CA-Madera,https://common3.mptsweb.com/MBC/madera/tax/search,Search,true,0.92,ok,1
CA,Marin,CA-Marin,https://apps.marincounty.gov/TaxBillOnline/?PropertyId={parcel},Search,true,0.92,ok,1
CA,Mendicino,CA-Mendicino,https://ca-mendocino.publicaccessnow.com/TaxCollector/TaxSearch.aspx,Search,true,0.92,ok,1
CA,Merced,CA-Merced,https://common3.mptsweb.com/MBC/merced/tax/search,Search,true,0.92,ok,1
CA,Modoc,CA-Modoc,https://common3.mptsweb.com/MBC/modoc/tax/search,Search,true,0.92,ok,1
CA,Mono,CA-Mono,https://common3.mptsweb.com/MBC/mono/tax/search,Search,true,0.92,ok,1
CA,Monterey,CA-Monterey,https://common3.mptsweb.com/MBC/monterey/tax/search,Search,true,0.92,ok,1
CA,Napa,CA-Napa,https://common3.mptsweb.com/MBC/napa/tax/search,Search,true,0.92,ok,1
CA,Orange,CA-Orange,http://ttc.ocgov.com/,Search,true,0.92,ok,1
CA,Placer,CA-Placer,https://common3.mptsweb.com/MBC/placer/tax/search,Search,true,0.92,ok,1
CA,Riverside,CA-Riverside,http://riversidetaxinfo.com/,Search,true,0.92,ok,1
CA,Sacramento,CA-Sacramento,https://eproptax.saccounty.net/,Search,true,0.92,ok,1
CA,San Bernardino,CA-SanBernardino,https://www.sbcountyatc.gov/tax-services/property-tax,Search,true,0.92,ok,1
CA,San Diego,CA-SanDiego,http://www.sdtreastax.com/,Search,true,0.92,ok,1
CA,San Francisco,CA-SanFrancisco,http://sftreasurer.org/property-tax-payments,Search,true,0.92,ok,1
CA,San Joaquin,CA-SanJoaquin,https://common3.mptsweb.com/MBC/sanjoaquin/tax/search,Search,true,0.92,ok,1
CA,San Mateo,CA-SanMateo,https://www.sanmateocountytaxcollector.org/,Search,true,0.92,ok,1
CA,Santa Clara,CA-SantaClara,https://www.sccgov.org/sites/tax/Pages/Santa-Clara-Tax-Collector's-Office.aspx,Search,true,0.92,ok,1
CA,Santa Cruz,CA-SantaCruz,http://ttc.co.santa-cruz.ca.us/Taxbills/,Search,true,0.92,ok,1
CA,SBSKern,CA-SBSKern,http://www.kcttc.co.kern.ca.us/payment/,Base,true,0.78,ok,1
CA,SBSLos Angeles,CA-SBSLosAngeles,https://vcheck.ttc.lacounty.gov/,Base,true,0.78,ok,1
CA,SBSSan Mateo,CA-SBSSanMateo,http://www.sanmateocountytaxcollector.org/SMCWPS/,Base,true,0.78,ok,1
CA,Shasta,CA-Shasta,https://common3.mptsweb.com/MBC/shasta/tax/search,Search,true,0.92,ok,1
CA,Siskiyou,CA-Siskiyou,https://common1.mptsweb.com/MBC/siskiyou/tax/search,Search,true,0.92,ok,1
CA,Sonoma,CA-Sonoma,https://common3.mptsweb.com/MBC/sonoma/tax/search,Search,true,0.92,ok,1
CA,Stanislaus,CA-Stanislaus,https://common3.mptsweb.com/MBC/stanislaus/tax/search,Search,true,0.92,ok,1
CA,Sutter,CA-Sutter,https://ca-sutter.publicaccessnow.com/TaxCollector/TaxSearch/,Base,false,0.78,ok,1
CA,Tuolumne,CA-Tuolumne,https://common1.mptsweb.com/MBC/tuolumne/tax/search,Search,true,0.92,ok,1
CA,Ventura,CA-Ventura,https://taxpayment.venturacounty.gov/,Search,true,0.92,ok,1
CA,Yolo,CA-Yolo,https://common2.mptsweb.com/MBC/yolo/tax/search,Search,true,0.92,ok,1
CO,Adams,CO-Adams,https://adcotax.com/treasurer/treasurerweb/,Search,true,0.92,ok,1
CO,Arapahoe,CO-Arapahoe,http://www.co.arapahoe.co.us,Search,true,0.92,ok,1
CO,Boulder,CO-Boulder,http://webpubapps.bouldercounty.org/treasurer/proptax/,Base,true,0.78,ok,1
CO,Denver,CO-Denver,https://property.spatialest.com/co/denver#/,Search,true,0.92,ok,1
CO,Douglas,CO-Douglas,https://apps.douglas.co.us/treasurer/treasurerweb/search.jsp,Search,true,0.92,ok,1
CO,El Paso,CO-ElPaso,http://www.trs.elpasoco.com,Search,false,0.92,ok,1
CO,Gunnison,CO-Gunnison,http://204.132.78.100/PropertyTaxSearch/TaxAccount/Bills/,Base,true,0.78,ok,1
CO,Jefferson,CO-Jefferson,http://www.jeffco.us,Search,true,0.92,ok,1
CO,La Plata,CO-LaPlata,https://treasurer.laplata.co.us/treasurer/treasurerweb/,Base,false,0.78,ok,1
CO,Larimer,CO-Larimer,http://www.co.larimer.co.us/assessor/query/,Base,true,0.78,ok,1
CO,Mesa,CO-Mesa,https://appz.mesacounty.us/treasurer/treasurerweb/,Base,true,0.78,ok,1
CO,Saguache,CO-Saguache,https://saguachecountyco-treasurer.tylerhost.net/treasurer/treasurerweb/search.jsp,Search,true,0.92,ok,1
CO,Weld,CO-Weld,https://www.weldtax.com/treasurer/treasurerweb/,Base,true,0.78,ok,1
CT,Cromwell Town,CT-CromwellTown,http://www.opaldata.net/onlinetax/,Base,true,0.78,ok,1
CT,Ellington,CT-Ellington,https://www.mytaxbill.org/inet/bill/,Base,false,0.78,ok,1
CT,Enfield Town,CT-EnfieldTown,https://enfield.munisselfservice.com/,Base,true,0.78,ok,1
CT,Greenwich Town,CT-GreenwichTown,https://www.mytaxbill.org/inet/bill/,Base,false,0.78,ok,1
CT,Hartford City,CT-HartfordCity,http://selfservice.hartford.gov/MSS/citizens/RealEstate/,Base,false,0.78,ok,1
CT,Naugatuck Town,CT-NaugatuckTown,https://www.mytaxbill.org/inet/bill/,Base,false,0.78,ok,1
CT,New Haven City,CT-NewHavenCity,http://c2g.cityofnewhaven.com/Click2GovTX/,Base,false,0.78,ok,1
CT,New Milford Town,CT-NewMilfordTown,https://www.mytaxbill.org/inet/bill/,Base,false,0.78,ok,1
CT,Old Lyme Town,CT-OldLymeTown,https://www.mytaxbill.org/inet/bill/,Base,false,0.78,ok,1
CT,Somers Town,CT-SomersTown,https://www.mytaxbill.org/inet/bill/,Base,false,0.78,ok,1
CT,Torrington City,CT-TorringtonCity,https://www.mytaxbill.org/inet/bill/,Base,false,0.78,ok,1
CT,Waterbury City,CT-WaterburyCity,https://www.mytaxbill.org/inet/bill/home.do?town=waterbury,Search,true,0.92,ok,1
DC,District Of Columbia,DC-DistrictOfColumbia,https://www.taxpayerservicecenter.com/,Base,true,0.78,ok,1
DC,District Of Columbia Separate BID,DC-DistrictOfColumbiaSeparateBID,https://www.taxpayerservicecenter.com/,Base,true,0.78,ok,1
DE,Dewey Beach Town,DE-DeweyBeachTown,https://wipp.edmundsgovtech.cloud/home?wippId=334,Search,true,0.92,ok,1
DE,Dover City,DE-DoverCity,https://secure.cityofdover.com/,Base,true,0.78,ok,1
DE,Kent,DE-Kent,http://kent400.co.kent.de.us/cgi-bin/,Base,true,0.78,ok,1
DE,Middletown Town,DE-MiddletownTown,https://wipp.edmundsassoc.com/Wipp/Wipp23/,Base,false,0.78,ok,1
DE,New Castle,DE-NewCastle,https://www3.newcastlede.gov/parcel/search/,Search,false,0.92,ok,1
DE,Rehoboth Beach Town,DE-RehobothBeachTown,https://rehobothbeachde.munisselfservice.com/citizens/RealEstate/,Base,true,0.78,ok,1
DE,Sussex,DE-Sussex,http://www.sussexcountyde.gov/e-service/propertytaxes/,Base,true,0.78,ok,1
DE,Wilmington City,DE-WilmingtonCity,http://cityfinance1.wilmingtonde.gov/Departments/,Base,false,0.78,ok,1
FL,Alachua,FL-Alachua,http://alachuataxcollector.governmax.com/collectmax/,Base,false,0.78,ok,1
FL,Bay,FL-Bay,http://tc.co.bay.fl.us/Property/,Base,false,0.78,ok,1
FL,Bradford,FL-Bradford,http://qpublic.net/cgi-bin/,Base,true,0.78,ok,1
FL,Brevard,FL-Brevard,https://county-taxes.net/brevard/property-tax,Search,true,0.92,ok,1
FL,Broward,FL-Broward,https://county-taxes.net/broward/broward/property-tax,Search,true,0.92,ok,1
FL,Charlotte,FL-Charlotte,http://www.charlotte.county-taxes.com/,Base,false,0.78,ok,1
FL,Citrus,FL-Citrus,http://www.citrus.county-taxes.com/,Base,false,0.78,ok,1
FL,Collier,FL-Collier,https://county-taxes.net/fl-collier/property-tax,Search,true,0.92,ok,1
FL,Columbia,FL-Columbia,http://fl-columbia-taxcollector.governmax.com/collectmax/,Base,false,0.78,ok,1
FL,De Soto,FL-DeSoto,http://www.desotocountytaxcollector.com/Property/,Base,false,0.78,ok,1
FL,Duval,FL-Duval,http://www.coj.net/departments/tax-collector.aspx,Search,true,0.92,ok,1
FL,Escambia,FL-Escambia,http://escambiataxcollector.governmaxa.com/collectmax/,Base,false,0.78,ok,1
FL,Flagler,FL-Flagler,http://www.flaglertax.com/,Search,true,0.92,ok,1
FL,Gadsden,FL-Gadsden,http://fl-gadsden-taxcollector.governmax.com/collectmax/,Base,true,0.78,ok,1
FL,Gilchrist,FL-Gilchrist,http://fl-gilchrist-taxcollector.governmax.com/collectmax/,Base,false,0.78,ok,1
FL,Highlands,FL-Highlands,http://www.highlands.county-taxes.com/,Base,false,0.78,ok,1
FL,Hillsborough,FL-Hillsborough,http://www.hillstax.org/,Search,true,0.92,ok,1
FL,Indian River,FL-IndianRiver,http://fl-indianriver-taxcollector.governmaxa.com/collectmax/,Base,false,0.78,ok,1
FL,Lafayette,FL-Lafayette,http://www.lafayettetc.com/TAX/,Base,true,0.78,ok,1
FL,Lake,FL-Lake,http://www.laketax.com/,Search,true,0.92,ok,1
FL,Lee,FL-Lee,http://www.leetc.com/taxes,Search,false,0.92,ok,1
FL,Leon,FL-Leon,https://wwwtax2.leoncountyfl.gov/itm/PropertySearchAccount.aspx,Search,true,0.92,ok,1
FL,Levy,FL-Levy,http://www.lctax.org/ptaxweb/,Base,false,0.78,ok,1
FL,Manatee,FL-Manatee,https://secure.taxcollector.com/ptaxweb/editPropertySearch2.action?action=list,Search,true,0.92,ok,1
FL,Marion,FL-Marion,https://www.mariontax.com/itm/PropertySearchAccount.aspx,Search,true,0.92,ok,1
FL,Martin,FL-Martin,https://taxcol.martin.fl.us/ws/ITM32/,Base,true,0.78,ok,1
FL,Miami Dade,FL-MiamiDade,https://www.miamidade.gov/taxcollector/,Base,true,0.92,ok,1
FL,Monroe,FL-Monroe,http://www.monroe.county-taxes.com/,Base,false,0.78,ok,1
FL,Nassau,FL-Nassau,http://fl-nassau-taxcollector.governmax.com/collectmax/,Base,false,0.78,ok,1
FL,Okaloosa,FL-Okaloosa,http://www.okaloosatax.com/,Search,true,0.92,ok,1
FL,Orange,FL-Orange,https://www.octaxcol.com/taxes/,Search,true,0.92,ok,1
FL,Osceola,FL-Osceola,http://www.osceolataxcollector.com/,Search,false,0.92,ok,1
FL,Palm Beach,FL-PalmBeach,https://www.pbctax.com/,Search,true,0.92,ok,1
FL,Pasco,FL-Pasco,http://www.pascotaxes.com/,Search,true,0.92,ok,1
FL,Pinellas,FL-Pinellas,http://www.taxcollect.com/,Search,true,0.92,ok,1
FL,Polk,FL-Polk,https://polk.floridatax.us/AccountSearch?s=pt,Search,true,0.92,ok,1
FL,Santa Rosa,FL-SantaRosa,http://www.srctc.com/,Search,true,0.92,ok,1
FL,Sarasota,FL-Sarasota,https://www.sarasotataxcollector.com/,Search,true,0.92,ok,1
FL,Seminole,FL-Seminole,https://seminolecounty.tax/services/property-taxes/property-and-tangible-taxes/,Search,true,0.92,ok,1
FL,St Johns,FL-StJohns,http://stjohnstaxcollector.governmax.com/collectmax/,Base,false,0.78,ok,1
FL,St Lucie,FL-StLucie,http://www.stlucie.county-taxes.com/,Base,false,0.78,ok,1
FL,Suwannee,FL-Suwannee,http://fl-suwannee-taxcollector.governmax.com/collectmax/,Base,false,0.78,ok,1
FL,Taylor,FL-Taylor,http://fl-taylor-taxcollector.governmax.com/collectmax/,Base,false,0.78,ok,1
FL,Volusia,FL-Volusia,http://www.volusia.org/services/financial-and-administrative-services/revenue-services/property-tax-collection/,Search,false,0.92,ok,1
FL,Wakulla,FL-Wakulla,http://www.wakullacountytaxcollector.com/,Base,true,0.78,ok,1
FL,Walton,FL-Walton,http://taxsearch.waltontaxcollector.com/collectmax/,Base,false,0.78,ok,1
GA,Alpharetta City,GA-AlpharettaCity,https://mss.alpharetta.ga.us/MSS/citizens/RealEstate/,Base,true,0.78,ok,1
GA,Americus,GA-Americus,https://americusga.governmentwindow.com/tax.html,Search,true,0.92,ok,1
GA,Banks,GA-Banks,https://bankscounty.paytaxes.net/customer/,Base,false,0.78,ok,1
GA,Bartow,GA-Bartow,https://bartow.paytaxes.net/customer/,Base,false,0.78,ok,1
GA,Brooks,GA-Brooks,https://d1ebsyxxbc7tep.cloudfront.net/,Base,true,0.78,ok,1
GA,Bryan,GA-Bryan,https://bryancounty.paytaxes.net/customer/,Base,false,0.78,ok,1
GA,Bulloch,GA-Bulloch,https://bulloch.paytaxes.net/customer/,Base,false,0.78,ok,1
GA,Burke,GA-Burke,https://burkeproperty.assurancegov.com/Property/Search,Search,true,0.92,ok,1
GA,Byron City,GA-ByronCity,https://byronga.csibillpay.com/Tax/,Base,true,0.78,ok,1
GA,Camden,GA-Camden,https://camden.paytaxes.net/customer/,Base,false,0.78,ok,1
GA,Catoosa,GA-Catoosa,http://catoosataxes.com/,Base,true,0.78,ok,1
GA,Centerville City,GA-CentervilleCity,https://centervillega.mygovhub.com/#/quickpay,Search,true,0.92,ok,1
GA,Chatham,GA-Chatham,http://chathamtax.org/,Base,true,0.78,ok,1
GA,Cherokee,GA-Cherokee,http://www.cherokeega.com/applications/taxbills/,Base,true,0.78,ok,1
GA,Clayton,GA-Clayton,http://weba.co.clayton.ga.us/tcmcgi-bin/,Base,true,0.78,ok,1
GA,Cobb,GA-Cobb,https://cobbtaxpayments.org/,Search,true,0.92,ok,1
GA,Coffee,GA-Coffee,http://coffeecountytax.com/,Base,false,0.78,ok,1
GA,Colquitt,GA-Colquitt,https://colquittcounty.paytaxes.net/customer/,Base,false,0.78,ok,1
GA,Crawford,GA-Crawford,https://crawfordproperty.assurancegov.com/Property/Search,Search,true,0.92,ok,1
GA,Crisp,GA-Crisp,https://crispcounty.paytaxes.net/customer/,Base,false,0.78,ok,1
GA,Dade,GA-Dade,https://dadeproperty.assurancegov.com/Property/Search,Search,true,0.92,ok,1
GA,Dawson,GA-Dawson,https://dawsoncounty.paytaxes.net/customer/,Base,false,0.78,ok,1
GA,Decatur City,GA-DecaturCity,https://www.decaturgatax.com/taxes#/WildfireSearch,Search,true,0.92,ok,1
GA,De Kalb,GA-DeKalb,http://taxcommissioner.dekalbcountyga.gov/TaxCommissioner/,Base,false,0.78,ok,1
GA,Dougherty,GA-Dougherty,https://dougherty.paytaxes.net/customer/,Base,false,0.78,ok,1
GA,Dublin City,GA-DublinCity,https://dubl-egov.aspgov.com/dublc2gtx/,Base,false,0.78,ok,1
GA,Duluth City,GA-DuluthCity,https://duluthga.municipalonlinepayments.com/duluthga/tax/search,Search,true,0.92,ok,1
GA,East Point City,GA-EastPointCity,http://www.iparceltools.com/eastpointcitytax/iparceltools/,Base,false,0.78,ok,1
GA,Elbert,GA-Elbert,https://d1ebsyxxbc7tep.cloudfront.net/,Base,true,0.78,ok,1
GA,Emanuel,GA-Emanuel,https://emanuelproperty.assurancegov.com/Property/Search,Search,true,0.92,ok,1
GA,Fayette,GA-Fayette,http://www.fayettecountytaxcomm.com/,Base,true,0.78,ok,1
GA,Folkston,GA-Folkston,https://folkston.paytaxes.net/customer/,Base,false,0.78,ok,1
GA,Franklin,GA-Franklin,http://taxes.franklincountyga.com/TaxSearch/,Base,false,0.78,ok,1
